subj	amount	mean_rt	sem	answer	target	condition	amount/trial_num	amount/trial_num_per_block	order
20	196	0.2410265864158163	0.0025393416563392356	correct	congruent	negative	0.15705128205128205	0.49	negative first
20	4	0.283935546875	0.036320106414409366	incorrect	congruent	negative	0.003205128205128205	0.01	negative first
20	96	0.31787109375	0.006049203250916262	correct	incongruent	negative	0.07692307692307693	0.24	negative first
20	104	0.2132286658653846	0.002157894940861773	incorrect	incongruent	negative	0.08333333333333333	0.26	negative first
20	194	0.24772974387886598	0.0033033813136424963	correct	congruent	positive	0.15544871794871795	0.485	negative first
20	6	0.2932942708333333	0.01725444663903901	incorrect	congruent	positive	0.004807692307692308	0.015	negative first
20	101	0.31450146967821785	0.0033179620096733834	correct	incongruent	positive	0.08092948717948718	0.2525	negative first
20	99	0.21429135101010102	0.0024238455589164587	incorrect	incongruent	positive	0.07932692307692307	0.2475	negative first
22	23	0.40281080163043476	0.022700724458115995	correct	congruent	test	0.01842948717948718	0.4791666666666667	negative first
22	1	1.533203125		incorrect	congruent	test	0.0008012820512820513	0.020833333333333332	negative first
22	22	0.4642666903409091	0.03861796288436283	correct	incongruent	test	0.017628205128205128	0.4583333333333333	negative first
22	2	0.29150390625	0.04052734374999999	incorrect	incongruent	test	0.0016025641025641025	0.041666666666666664	negative first
22	197	0.3535651967005076	0.006548279381754733	correct	congruent	baseline	0.1578525641025641	0.4925	negative first
22	3	0.3499348958333333	0.06416229497376098	incorrect	congruent	baseline	0.002403846153846154	0.0075	negative first
22	186	0.4093161962365591	0.005246662623064838	correct	incongruent	baseline	0.14903846153846154	0.465	negative first
22	14	0.2660435267857143	0.014459676332859035	incorrect	incongruent	baseline	0.011217948717948718	0.035	negative first
22	199	0.3901833385678392	0.006209717941861249	correct	congruent	negative	0.1594551282051282	0.4975	negative first
22	1	miss	miss	miss	congruent	negative	miss	miss	negative first
22	189	0.45968708664021163	0.006173894182126796	correct	incongruent	negative	0.15144230769230768	0.4725	negative first
22	10	0.28583984375	0.021628428241938624	incorrect	incongruent	negative	0.008012820512820512	0.025	negative first
22	1	miss	miss	miss	incongruent	negative	miss	miss	negative first
22	200	0.3897021484375	0.006527136935799212	correct	congruent	positive	0.16025641025641027	0.5	negative first
22	190	0.4554738898026316	0.004646641440722582	correct	incongruent	positive	0.15224358974358973	0.475	negative first
22	10	0.28701171875	0.011982925488743211	incorrect	incongruent	positive	0.008012820512820512	0.025	negative first
23	24	0.2886149088541667	0.020963069640210934	correct	congruent	test	0.019230769230769232	0.5	positive first
23	19	0.3623046875	0.014134976399290603	correct	incongruent	test	0.015224358974358974	0.3958333333333333	positive first
23	5	0.2578125	0.007340476747252396	incorrect	incongruent	test	0.004006410256410256	0.10416666666666667	positive first
23	198	0.24366714015151514	0.0023594643670647535	correct	congruent	baseline	0.15865384615384615	0.495	positive first
23	2	0.17919921875	0.04833984374999999	incorrect	congruent	baseline	0.0016025641025641025	0.005	positive first
23	151	0.3203125	0.002549537818711816	correct	incongruent	baseline	0.12099358974358974	0.3775	positive first
23	49	0.2195671237244898	0.0038793085719914687	incorrect	incongruent	baseline	0.03926282051282051	0.1225	positive first
23	197	0.24179588356598986	0.002439788663992518	correct	congruent	positive	0.1578525641025641	0.4925	positive first
23	3	0.2503255208333333	0.008138020833333334	incorrect	congruent	positive	0.002403846153846154	0.0075	positive first
23	159	0.30721182193396224	0.003530975848722085	correct	incongruent	positive	0.12740384615384615	0.3975	positive first
23	41	0.22117949695121952	0.004661415774042531	incorrect	incongruent	positive	0.032852564102564104	0.1025	positive first
23	196	0.24835578762755103	0.002248473116359579	correct	congruent	negative	0.15705128205128205	0.49	positive first
23	4	0.2861328125	0.018906848572222253	incorrect	congruent	negative	0.003205128205128205	0.01	positive first
23	166	0.31253529743975905	0.0029996013811324847	correct	incongruent	negative	0.1330128205128205	0.415	positive first
23	34	0.22880284926470587	0.004567202451500281	incorrect	incongruent	negative	0.027243589743589744	0.085	positive first
24	24	0.2972412109375	0.012715547865242495	correct	congruent	test	0.019230769230769232	0.5	negative first
24	20	0.367041015625	0.008998798167421856	correct	incongruent	test	0.016025641025641024	0.4166666666666667	negative first
24	4	0.24853515625	0.010760667106813539	incorrect	incongruent	test	0.003205128205128205	0.08333333333333333	negative first
24	198	0.3023940577651515	0.003450920142110287	correct	congruent	baseline	0.15865384615384615	0.495	negative first
24	2	0.3994140625	0.04589843749999999	incorrect	congruent	baseline	0.0016025641025641025	0.005	negative first
24	182	0.3616715315934066	0.003425346580680536	correct	incongruent	baseline	0.14583333333333334	0.455	negative first
24	18	0.2616102430555556	0.006676743730588393	incorrect	incongruent	baseline	0.014423076923076924	0.045	negative first
24	191	0.2996717522905759	0.004130971083969428	correct	congruent	negative	0.1530448717948718	0.4775	negative first
24	9	0.4879557291666667	0.10016829316590083	incorrect	congruent	negative	0.007211538461538462	0.0225	negative first
24	176	0.33441162109375	0.003075015688854042	correct	incongruent	negative	0.14102564102564102	0.44	negative first
24	24	0.28076171875	0.00880477410084978	incorrect	incongruent	negative	0.019230769230769232	0.06	negative first
24	194	0.2877587387242268	0.00269440062108124	correct	congruent	positive	0.15544871794871795	0.485	negative first
24	6	0.3230794270833333	0.008345340978707207	incorrect	congruent	positive	0.004807692307692308	0.015	negative first
24	184	0.3300675101902174	0.00232539012873466	correct	incongruent	positive	0.14743589743589744	0.46	negative first
24	16	0.2740478515625	0.01559136266787502	incorrect	incongruent	positive	0.01282051282051282	0.04	negative first
27	24	0.2867838541666667	0.007813531927243607	correct	congruent	test	0.019230769230769232	0.5	positive first
27	18	0.3885091145833333	0.009172952574087116	correct	incongruent	test	0.014423076923076924	0.375	positive first
27	6	0.25048828125	0.017208479590483314	incorrect	incongruent	test	0.004807692307692308	0.125	positive first
27	197	0.31113677823604063	0.005090669348366049	correct	congruent	baseline	0.1578525641025641	0.4925	positive first
27	3	0.2604166666666667	0.06307800894019888	incorrect	congruent	baseline	0.002403846153846154	0.0075	positive first
27	185	0.3955130912162162	0.007222453025260465	correct	incongruent	baseline	0.1482371794871795	0.4625	positive first
27	15	0.2353515625	0.008526799713861295	incorrect	incongruent	baseline	0.01201923076923077	0.0375	positive first
27	200	0.2916162109375	0.0045086060636585065	correct	congruent	positive	0.16025641025641027	0.5	positive first
27	183	0.3575606215846995	0.0034314207112130825	correct	incongruent	positive	0.1466346153846154	0.4575	positive first
27	17	0.23799402573529413	0.007374199821881808	incorrect	incongruent	positive	0.013621794871794872	0.0425	positive first
27	198	0.3025272253787879	0.004166415898693363	correct	congruent	negative	0.15865384615384615	0.495	positive first
27	2	0.35107421875	0.03369140625	incorrect	congruent	negative	0.0016025641025641025	0.005	positive first
27	181	0.35444902451657456	0.0036777720055551615	correct	incongruent	negative	0.1450320512820513	0.4525	positive first
27	19	0.22902960526315788	0.0070084998763136645	incorrect	incongruent	negative	0.015224358974358974	0.0475	positive first
28	24	0.3321533203125	0.00833594637136981	correct	congruent	test	0.019230769230769232	0.5	negative first
28	21	0.48507254464285715	0.02012785584656127	correct	incongruent	test	0.016826923076923076	0.4375	negative first
28	3	0.3212890625	0.03428184139236547	incorrect	incongruent	test	0.002403846153846154	0.0625	negative first
28	200	0.331884765625	0.0035221127318199106	correct	congruent	baseline	0.16025641025641027	0.5	negative first
28	187	0.43143695688502676	0.004796445355517064	correct	incongruent	baseline	0.14983974358974358	0.4675	negative first
28	13	0.32955228365384615	0.015862875668155894	incorrect	incongruent	baseline	0.010416666666666666	0.0325	negative first
28	199	0.30183142273869346	0.003236708104766907	correct	congruent	negative	0.1594551282051282	0.4975	negative first
28	1	0.26171875		incorrect	congruent	negative	0.0008012820512820513	0.0025	negative first
28	183	0.3799041581284153	0.0038385623105776138	correct	incongruent	negative	0.1466346153846154	0.4575	negative first
28	17	0.3231847426470588	0.01958171304832119	incorrect	incongruent	negative	0.013621794871794872	0.0425	negative first
28	199	0.3127453674623116	0.003740679045580743	correct	congruent	positive	0.1594551282051282	0.4975	negative first
28	1	0.416015625		incorrect	congruent	positive	0.0008012820512820513	0.0025	negative first
28	189	0.40208023313492064	0.004404177445512048	correct	incongruent	positive	0.15144230769230768	0.4725	negative first
28	11	0.3200461647727273	0.006661339304795479	incorrect	incongruent	positive	0.008814102564102564	0.0275	negative first
29	24	0.2864176432291667	0.008812713334757718	correct	congruent	test	0.019230769230769232	0.5	positive first
29	20	0.390673828125	0.019601727668469796	correct	incongruent	test	0.016025641025641024	0.4166666666666667	positive first
29	4	0.2373046875	0.009117489306094347	incorrect	incongruent	test	0.003205128205128205	0.08333333333333333	positive first
29	200	0.2866796875	0.002715412801655128	correct	congruent	baseline	0.16025641025641027	0.5	positive first
29	183	0.3494386099726776	0.0020791722346660243	correct	incongruent	baseline	0.1466346153846154	0.4575	positive first
29	17	0.24356617647058823	0.0057182881513225155	incorrect	incongruent	baseline	0.013621794871794872	0.0425	positive first
29	198	0.27319582544191917	0.0028132627505591972	correct	congruent	positive	0.15865384615384615	0.495	positive first
29	2	0.3125	0.0263671875	incorrect	congruent	positive	0.0016025641025641025	0.005	positive first
29	176	0.33979936079545453	0.0027865755311554685	correct	incongruent	positive	0.14102564102564102	0.44	positive first
29	24	0.23494466145833334	0.004619513237919019	incorrect	incongruent	positive	0.019230769230769232	0.06	positive first
29	25	0.280546875	0.006279562652326371	correct	congruent	negative	0.020032051282051284	0.0625	positive first
29	23	0.32863451086956524	0.006188173403470429	correct	incongruent	negative	0.01842948717948718	0.0575	positive first
29	3	0.2610677083333333	0.009270202386652437	incorrect	incongruent	negative	0.002403846153846154	0.0075	positive first
31	24	0.3199055989583333	0.012484659465837832	correct	congruent	test	0.019230769230769232	0.5	positive first
31	19	0.39555921052631576	0.02576148291855352	correct	incongruent	test	0.015224358974358974	0.3958333333333333	positive first
31	5	0.224609375	0.013293451426551273	incorrect	incongruent	test	0.004006410256410256	0.10416666666666667	positive first
31	197	0.2689760469543147	0.0036472044131551635	correct	congruent	baseline	0.1578525641025641	0.4925	positive first
31	3	0.2802734375	0.01318660748732363	incorrect	congruent	baseline	0.002403846153846154	0.0075	positive first
31	159	0.3454697327044025	0.004367185181674026	correct	incongruent	baseline	0.12740384615384615	0.3975	positive first
31	41	0.22932545731707318	0.0040008118955456575	incorrect	incongruent	baseline	0.032852564102564104	0.1025	positive first
31	196	0.28116031568877553	0.0038789501936907452	correct	congruent	positive	0.15705128205128205	0.49	positive first
31	4	0.349853515625	0.03802615960146451	incorrect	congruent	positive	0.003205128205128205	0.01	positive first
31	168	0.3328857421875	0.004053086273116706	correct	incongruent	positive	0.1346153846153846	0.42	positive first
31	32	0.236572265625	0.0035838302950695596	incorrect	incongruent	positive	0.02564102564102564	0.08	positive first
31	198	0.28192570233585856	0.004827008886523858	correct	congruent	negative	0.15865384615384615	0.495	positive first
31	2	0.31787109375	0.01318359375	incorrect	congruent	negative	0.0016025641025641025	0.005	positive first
31	168	0.33884974888392855	0.0037332130411583024	correct	incongruent	negative	0.1346153846153846	0.42	positive first
31	32	0.228424072265625	0.00497552468266598	incorrect	incongruent	negative	0.02564102564102564	0.08	positive first
32	25	0.3013671875	0.009665502368483299	correct	congruent	test	0.020032051282051284	0.5208333333333334	negative first
32	19	0.40054481907894735	0.010655725302533009	correct	incongruent	test	0.015224358974358974	0.3958333333333333	negative first
32	3	0.2587890625	0.003429574789340084	incorrect	incongruent	test	0.002403846153846154	0.0625	negative first
32	1	miss	miss	miss	incongruent	test	miss	miss	negative first
32	202	0.3111995281559406	0.004664399930188513	correct	congruent	baseline	0.16185897435897437	0.505	negative first
32	178	0.3813750877808989	0.003720101512210455	correct	incongruent	baseline	0.14262820512820512	0.445	negative first
32	20	0.26884765625	0.00961857314274169	incorrect	incongruent	baseline	0.016025641025641024	0.05	negative first
32	35	0.30128348214285716	0.007943561920415761	correct	congruent	negative	0.028044871794871796	0.0875	negative first
32	32	0.36669921875	0.00989403743455796	correct	incongruent	negative	0.02564102564102564	0.08	negative first
32	5	0.2630859375	0.010113906622949136	incorrect	incongruent	negative	0.004006410256410256	0.0125	negative first
32	197	0.2982233502538071	0.003531302246345008	correct	congruent	positive	0.1578525641025641	0.4925	negative first
32	1	miss	miss	miss	congruent	positive	miss	miss	negative first
32	182	0.37020840487637363	0.004785501062551466	correct	incongruent	positive	0.14583333333333334	0.455	negative first
32	20	0.289990234375	0.038799191906959296	incorrect	incongruent	positive	0.016025641025641024	0.05	negative first
33	20	0.323583984375	0.016134570110974487	correct	congruent	test	0.016025641025641024	0.4166666666666667	positive first
33	4	0.404296875	0.007751224544134543	incorrect	congruent	test	0.003205128205128205	0.08333333333333333	positive first
33	19	0.4642783717105263	0.0329657207021	correct	incongruent	test	0.015224358974358974	0.3958333333333333	positive first
33	3	0.3245442708333333	0.007358499059542523	incorrect	incongruent	test	0.002403846153846154	0.0625	positive first
33	2	miss	miss	miss	incongruent	test	miss	miss	positive first
33	195	0.3242137419871795	0.004697754872487313	correct	congruent	baseline	0.15625	0.4875	positive first
33	4	0.2900390625	0.016287430910992027	incorrect	congruent	baseline	0.003205128205128205	0.01	positive first
33	1	miss	miss	miss	congruent	baseline	miss	miss	positive first
33	168	0.43503534226190477	0.006690276883583436	correct	incongruent	baseline	0.1346153846153846	0.42	positive first
33	30	0.2947265625	0.012959152577576794	incorrect	incongruent	baseline	0.02403846153846154	0.075	positive first
33	2	miss	miss	miss	incongruent	baseline	miss	miss	positive first
33	196	0.316585618622449	0.004411165853361267	correct	congruent	positive	0.15705128205128205	0.49	positive first
33	1	0.3681640625		incorrect	congruent	positive	0.0008012820512820513	0.0025	positive first
33	3	miss	miss	miss	congruent	positive	miss	miss	positive first
33	174	0.4104424838362069	0.004221116711011361	correct	incongruent	positive	0.13942307692307693	0.435	positive first
33	26	0.3127629206730769	0.02296674911541839	incorrect	incongruent	positive	0.020833333333333332	0.065	positive first
33	200	0.35392578125	0.006008131526663747	correct	congruent	negative	0.16025641025641027	0.5	positive first
33	187	0.4248099097593583	0.005377704274978706	correct	incongruent	negative	0.14983974358974358	0.4675	positive first
33	12	0.2691243489583333	0.007411450168273116	incorrect	incongruent	negative	0.009615384615384616	0.03	positive first
33	1	miss	miss	miss	incongruent	negative	miss	miss	positive first
35	20	0.40703125	0.02836251605253461	correct	congruent	test	0.016025641025641024	0.4166666666666667	negative first
35	4	0.416259765625	0.005823662325135041	incorrect	congruent	test	0.003205128205128205	0.08333333333333333	negative first
35	18	0.4697808159722222	0.028430856617351723	correct	incongruent	test	0.014423076923076924	0.375	negative first
35	6	0.28271484375	0.015715780393517807	incorrect	incongruent	test	0.004807692307692308	0.125	negative first
35	193	0.3435324238989637	0.006166814528258435	correct	congruent	baseline	0.1546474358974359	0.4825	negative first
35	7	0.43275669642857145	0.049373088232364984	incorrect	congruent	baseline	0.005608974358974359	0.0175	negative first
35	145	0.41909348060344825	0.00499150650084196	correct	incongruent	baseline	0.11618589743589744	0.3625	negative first
35	55	0.30319602272727275	0.010916678747136307	incorrect	incongruent	baseline	0.044070512820512824	0.1375	negative first
35	194	0.3200356394974227	0.004175693687175176	correct	congruent	negative	0.15544871794871795	0.485	negative first
35	6	0.32958984375	0.03663498000614244	incorrect	congruent	negative	0.004807692307692308	0.015	negative first
35	136	0.39944996553308826	0.006060897282588985	correct	incongruent	negative	0.10897435897435898	0.34	negative first
35	64	0.2847900390625	0.006895930890329071	incorrect	incongruent	negative	0.05128205128205128	0.16	negative first
35	194	0.3200910115979381	0.005528281621374289	correct	congruent	positive	0.15544871794871795	0.485	negative first
35	6	0.3553059895833333	0.026402629375848946	incorrect	congruent	positive	0.004807692307692308	0.015	negative first
35	133	0.38953095629699247	0.005460110858599026	correct	incongruent	positive	0.10657051282051282	0.3325	negative first
35	67	0.2835529384328358	0.005729204115262948	incorrect	incongruent	positive	0.05368589743589743	0.1675	negative first
36	21	0.33151971726190477	0.012607839358843841	correct	congruent	test	0.016826923076923076	0.4375	negative first
36	3	0.431640625	0.037834708257442416	incorrect	congruent	test	0.002403846153846154	0.0625	negative first
36	23	0.43660835597826086	0.015408295622085793	correct	incongruent	test	0.01842948717948718	0.4791666666666667	negative first
36	1	0.263671875		incorrect	incongruent	test	0.0008012820512820513	0.020833333333333332	negative first
36	197	0.31294614530456855	0.00446063517817108	correct	congruent	baseline	0.1578525641025641	0.4925	negative first
36	1	0.3603515625		incorrect	congruent	baseline	0.0008012820512820513	0.0025	negative first
36	2	miss	miss	miss	congruent	baseline	miss	miss	negative first
36	169	0.41136395155325445	0.005256613502810528	correct	incongruent	baseline	0.13541666666666666	0.4225	negative first
36	31	0.2580015120967742	0.010209022084018757	incorrect	incongruent	baseline	0.024839743589743588	0.0775	negative first
36	196	0.3097397161989796	0.003873406866113695	correct	congruent	negative	0.15705128205128205	0.49	negative first
36	4	0.353759765625	0.021507943837145535	incorrect	congruent	negative	0.003205128205128205	0.01	negative first
36	172	0.400890261627907	0.003871141974223553	correct	incongruent	negative	0.13782051282051283	0.43	negative first
36	28	0.279052734375	0.009564313871455565	incorrect	incongruent	negative	0.022435897435897436	0.07	negative first
36	198	0.30130898832070707	0.003872136847060352	correct	congruent	positive	0.15865384615384615	0.495	negative first
36	2	0.3818359375	0.05175781249999999	incorrect	congruent	positive	0.0016025641025641025	0.005	negative first
36	170	0.38474264705882355	0.003520027415331666	correct	incongruent	positive	0.1362179487179487	0.425	negative first
36	30	0.262890625	0.009351679417822686	incorrect	incongruent	positive	0.02403846153846154	0.075	negative first
37	24	0.3440348307291667	0.014039275566257718	correct	congruent	test	0.019230769230769232	0.5	positive first
37	20	0.4412109375	0.022133922546162088	correct	incongruent	test	0.016025641025641024	0.4166666666666667	positive first
37	4	0.273681640625	0.02223824942978687	incorrect	incongruent	test	0.003205128205128205	0.08333333333333333	positive first
37	198	0.32734079071969696	0.0035047157852987508	correct	congruent	baseline	0.15865384615384615	0.495	positive first
37	2	0.470703125	0.1318359375	incorrect	congruent	baseline	0.0016025641025641025	0.005	positive first
37	179	0.39820290677374304	0.003232178390985277	correct	incongruent	baseline	0.14342948717948717	0.4475	positive first
37	21	0.2716703869047619	0.007318983448743684	incorrect	incongruent	baseline	0.016826923076923076	0.0525	positive first
37	199	0.3421943702889447	0.00389563405874524	correct	congruent	positive	0.1594551282051282	0.4975	positive first
37	1	miss	miss	miss	congruent	positive	miss	miss	positive first
37	192	0.382415771484375	0.0026956390084487353	correct	incongruent	positive	0.15384615384615385	0.48	positive first
37	8	0.2735595703125	0.01002793208732609	incorrect	incongruent	positive	0.00641025641025641	0.02	positive first
37	199	0.3362711997487437	0.0033485404105110203	correct	congruent	negative	0.1594551282051282	0.4975	positive first
37	1	0.384765625		incorrect	congruent	negative	0.0008012820512820513	0.0025	positive first
37	189	0.3803581762566138	0.002064133608578706	correct	incongruent	negative	0.15144230769230768	0.4725	positive first
37	10	0.3248046875	0.024076309535035118	incorrect	incongruent	negative	0.008012820512820512	0.025	positive first
37	1	miss	miss	miss	incongruent	negative	miss	miss	positive first
38	23	0.34897248641304346	0.01696613836651409	correct	congruent	test	0.01842948717948718	0.4791666666666667	positive first
38	1	0.814453125		incorrect	congruent	test	0.0008012820512820513	0.020833333333333332	positive first
38	21	0.39090401785714285	0.011563514627081675	correct	incongruent	test	0.016826923076923076	0.4375	positive first
38	3	0.3072916666666667	0.03248854476020511	incorrect	incongruent	test	0.002403846153846154	0.0625	positive first
38	200	0.3471826171875	0.0060994322376263215	correct	congruent	baseline	0.16025641025641027	0.5	positive first
38	1	miss	miss	miss	congruent	baseline	miss	miss	positive first
38	174	0.40672144396551724	0.005575503767441125	correct	incongruent	baseline	0.13942307692307693	0.435	positive first
38	23	0.3104194972826087	0.02371269802316155	incorrect	incongruent	baseline	0.01842948717948718	0.0575	positive first
38	2	miss	miss	miss	incongruent	baseline	miss	miss	positive first
38	196	0.32406927614795916	0.005838931274569061	correct	congruent	positive	0.15705128205128205	0.49	positive first
38	5	0.3974609375	0.02386291965217525	incorrect	congruent	positive	0.004006410256410256	0.0125	positive first
38	168	0.38327171688988093	0.0039665579100265635	correct	incongruent	positive	0.1346153846153846	0.42	positive first
38	31	0.27249243951612906	0.005064553702655083	incorrect	incongruent	positive	0.024839743589743588	0.0775	positive first
38	172	0.3319858284883721	0.006280002793966351	correct	congruent	negative	0.13782051282051283	0.43	positive first
38	2	0.3583984375	0.0263671875	incorrect	congruent	negative	0.0016025641025641025	0.005	positive first
38	145	0.3866985452586207	0.00836262033887323	correct	incongruent	negative	0.11618589743589744	0.3625	positive first
38	33	0.2667791193181818	0.004324398645809372	incorrect	incongruent	negative	0.026442307692307692	0.0825	positive first
