subj	amount	mean_rt	sem	answer	target	condition	amount/trial_num	amount/trial_num_per_block	order
8	21	0.43080357142857145	0.017856143741813282	correct	incongruent	test	0.016826923076923076	0.4375	positive first
8	3	0.2421875	0.021602421904996172	incorrect	incongruent	test	0.002403846153846154	0.0625	positive first
8	199	0.33928431218592964	0.005946161361306591	correct	congruent	baseline	0.1594551282051282	0.4975	positive first
8	1	0.353515625		incorrect	congruent	baseline	0.0008012820512820513	0.0025	positive first
8	180	0.40352647569444444	0.005602997809441843	correct	incongruent	baseline	0.14423076923076922	0.45	positive first
8	20	0.2619140625	0.008757768208636064	incorrect	incongruent	baseline	0.016025641025641024	0.05	positive first
8	196	0.3169543207908163	0.006419347265814895	correct	congruent	positive	0.15705128205128205	0.49	positive first
8	4	0.359619140625	0.02534167143313526	incorrect	congruent	positive	0.003205128205128205	0.01	positive first
8	181	0.36431176622928174	0.003678638654316116	correct	incongruent	positive	0.1450320512820513	0.4525	positive first
8	19	0.2718441611842105	0.013481107795047865	incorrect	incongruent	positive	0.015224358974358974	0.0475	positive first
8	191	0.33696519142670156	0.006649692761793604	correct	congruent	negative	0.1530448717948718	0.4775	positive first
8	5	0.3775390625	0.014812235254424697	incorrect	congruent	negative	0.004006410256410256	0.0125	positive first
8	4	miss	miss	miss	congruent	negative	miss	miss	positive first
8	184	0.38485054347826086	0.004648778389912125	correct	incongruent	negative	0.14743589743589744	0.46	positive first
8	13	0.3125	0.025454108875657896	incorrect	incongruent	negative	0.010416666666666666	0.0325	positive first
8	3	miss	miss	miss	incongruent	negative	miss	miss	positive first
9	22	0.3034002130681818	0.013648510899167321	correct	congruent	test	0.017628205128205128	0.4583333333333333	negative first
9	1	0.107421875		incorrect	congruent	test	0.0008012820512820513	0.020833333333333332	negative first
9	1	miss	miss	miss	congruent	test	miss	miss	negative first
9	19	0.3756167763157895	0.010706880431784542	correct	incongruent	test	0.015224358974358974	0.3958333333333333	negative first
9	5	0.212890625	0.04742817316856534	incorrect	incongruent	test	0.004006410256410256	0.10416666666666667	negative first
9	198	0.2987245501893939	0.004557696089224285	correct	congruent	baseline	0.15865384615384615	0.495	negative first
9	2	0.236328125	0.01953125	incorrect	congruent	baseline	0.0016025641025641025	0.005	negative first
9	156	0.39172676282051283	0.0053418857478726295	correct	incongruent	baseline	0.125	0.39	negative first
9	43	0.2571765988372093	0.006456216541826151	incorrect	incongruent	baseline	0.03445512820512821	0.1075	negative first
9	1	miss	miss	miss	incongruent	baseline	miss	miss	negative first
9	200	0.33724609375	0.006844328964293628	correct	congruent	negative	0.16025641025641027	0.5	negative first
9	194	0.3977277303479381	0.0032011304884061653	correct	incongruent	negative	0.15544871794871795	0.485	negative first
9	6	0.2589518229166667	0.012736353600228617	incorrect	incongruent	negative	0.004807692307692308	0.015	negative first
9	200	0.32896484375	0.003459741705842185	correct	congruent	positive	0.16025641025641027	0.5	negative first
9	194	0.41624718105670105	0.005151134895498093	correct	incongruent	positive	0.15544871794871795	0.485	negative first
9	6	0.2613932291666667	0.010773706914889323	incorrect	incongruent	positive	0.004807692307692308	0.015	negative first
10	24	0.2696126302083333	0.016741660954336723	correct	congruent	test	0.019230769230769232	0.5	positive first
10	15	0.33209635416666666	0.008595476073500613	correct	incongruent	test	0.01201923076923077	0.3125	positive first
10	9	0.2025824652777778	0.008452753652509718	incorrect	incongruent	test	0.007211538461538462	0.1875	positive first
10	199	0.2720634422110553	0.003332205700279441	correct	congruent	baseline	0.1594551282051282	0.4975	positive first
10	1	miss	miss	miss	congruent	baseline	miss	miss	positive first
10	155	0.3411731350806452	0.0031840765954301788	correct	incongruent	baseline	0.12419871794871795	0.3875	positive first
10	45	0.2413845486111111	0.008262033846064297	incorrect	incongruent	baseline	0.036057692307692304	0.1125	positive first
10	197	0.24751645780456852	0.002725367177298011	correct	congruent	positive	0.1578525641025641	0.4925	positive first
10	3	0.2884114583333333	0.06794033893953712	incorrect	congruent	positive	0.002403846153846154	0.0075	positive first
10	137	0.3182952212591241	0.004248940749665631	correct	incongruent	positive	0.10977564102564102	0.3425	positive first
10	62	0.22454637096774194	0.0037028310081727	incorrect	incongruent	positive	0.049679487179487176	0.155	positive first
10	1	miss	miss	miss	incongruent	positive	miss	miss	positive first
10	199	0.24336526381909548	0.0018827358101524906	correct	congruent	negative	0.1594551282051282	0.4975	positive first
10	1	miss	miss	miss	congruent	negative	miss	miss	positive first
10	146	0.3021190068493151	0.0021859079038753946	correct	incongruent	negative	0.11698717948717949	0.365	positive first
10	54	0.22343388310185186	0.0037560753160574634	incorrect	incongruent	negative	0.04326923076923077	0.135	positive first
11	24	0.3570149739583333	0.04075756904274507	correct	congruent	test	0.019230769230769232	0.5	positive first
11	20	0.36474609375	0.009412429777952497	correct	incongruent	test	0.016025641025641024	0.4166666666666667	positive first
11	4	0.214111328125	0.007734545567747795	incorrect	incongruent	test	0.003205128205128205	0.08333333333333333	positive first
11	199	0.2869670618718593	0.0039152759534611765	correct	congruent	baseline	0.1594551282051282	0.4975	positive first
11	1	0.2783203125		incorrect	congruent	baseline	0.0008012820512820513	0.0025	positive first
11	178	0.35515054424157305	0.0035845246023950873	correct	incongruent	baseline	0.14262820512820512	0.445	positive first
11	22	0.23344282670454544	0.004471238631946832	incorrect	incongruent	baseline	0.017628205128205128	0.055	positive first
11	199	0.2872664101758794	0.007198456600096055	correct	congruent	positive	0.1594551282051282	0.4975	positive first
11	1	0.25390625		incorrect	congruent	positive	0.0008012820512820513	0.0025	positive first
11	175	0.3370982142857143	0.0031994929373434368	correct	incongruent	positive	0.14022435897435898	0.4375	positive first
11	25	0.233984375	0.005528873371240141	incorrect	incongruent	positive	0.020032051282051284	0.0625	positive first
11	198	0.27152383207070707	0.00354738158944628	correct	congruent	negative	0.15865384615384615	0.495	positive first
11	2	0.302734375	0.0439453125	incorrect	congruent	negative	0.0016025641025641025	0.005	positive first
11	162	0.3378122588734568	0.003510479389643002	correct	incongruent	negative	0.12980769230769232	0.405	positive first
11	38	0.22486636513157895	0.005124603850490684	incorrect	incongruent	negative	0.030448717948717948	0.095	positive first
12	24	0.3251953125	0.010153330507694505	correct	congruent	test	0.019230769230769232	0.5	negative first
12	16	0.45660400390625	0.020011981067604927	correct	incongruent	test	0.01282051282051282	0.3333333333333333	negative first
12	7	0.30538504464285715	0.020620124412048586	incorrect	incongruent	test	0.005608974358974359	0.14583333333333334	negative first
12	1	miss	miss	miss	incongruent	test	miss	miss	negative first
12	196	0.3709193638392857	0.006269403775849295	correct	congruent	baseline	0.15705128205128205	0.49	negative first
12	4	0.3759765625	0.03794377849311578	incorrect	congruent	baseline	0.003205128205128205	0.01	negative first
12	180	0.4685546875	0.008644796833421783	correct	incongruent	baseline	0.14423076923076922	0.45	negative first
12	17	0.32869944852941174	0.02351159129172915	incorrect	incongruent	baseline	0.013621794871794872	0.0425	negative first
12	3	miss	miss	miss	incongruent	baseline	miss	miss	negative first
12	198	0.35102982954545453	0.005419526640088888	correct	congruent	negative	0.15865384615384615	0.495	negative first
12	2	miss	miss	miss	congruent	negative	miss	miss	negative first
12	175	0.44590401785714284	0.006737633510461372	correct	incongruent	negative	0.14022435897435898	0.4375	negative first
12	22	0.3064630681818182	0.011878247179063255	incorrect	incongruent	negative	0.017628205128205128	0.055	negative first
12	3	miss	miss	miss	incongruent	negative	miss	miss	negative first
12	198	0.35859572285353536	0.006042094270565295	correct	congruent	positive	0.15865384615384615	0.495	negative first
12	2	0.34521484375	0.006347656249999999	incorrect	congruent	positive	0.0016025641025641025	0.005	negative first
12	182	0.4659437242445055	0.00825370170574757	correct	incongruent	positive	0.14583333333333334	0.455	negative first
12	17	0.32479319852941174	0.029184409354923956	incorrect	incongruent	positive	0.013621794871794872	0.0425	negative first
12	1	miss	miss	miss	incongruent	positive	miss	miss	negative first
13	23	0.3211616847826087	0.016357997034658945	correct	congruent	test	0.01842948717948718	0.4791666666666667	positive first
13	1	0.25		incorrect	congruent	test	0.0008012820512820513	0.020833333333333332	positive first
13	21	0.3781622023809524	0.009290405504372526	correct	incongruent	test	0.016826923076923076	0.4375	positive first
13	1	0.2763671875		incorrect	incongruent	test	0.0008012820512820513	0.020833333333333332	positive first
13	2	miss	miss	miss	incongruent	test	miss	miss	positive first
13	197	0.2878182503172589	0.00548827752638229	correct	congruent	baseline	0.1578525641025641	0.4925	positive first
13	3	0.3346354166666667	0.013008620574666722	incorrect	congruent	baseline	0.002403846153846154	0.0075	positive first
13	178	0.3475849280196629	0.002713065242111759	correct	incongruent	baseline	0.14262820512820512	0.445	positive first
13	22	0.25426136363636365	0.009224414210128222	incorrect	incongruent	baseline	0.017628205128205128	0.055	positive first
13	196	0.28675562021683676	0.002647124388196706	correct	congruent	positive	0.15705128205128205	0.49	positive first
13	4	0.31298828125	0.014542258409995538	incorrect	congruent	positive	0.003205128205128205	0.01	positive first
13	180	0.3287163628472222	0.0018470812177332745	correct	incongruent	positive	0.14423076923076922	0.45	positive first
13	20	0.2580078125	0.006327499943748505	incorrect	incongruent	positive	0.016025641025641024	0.05	positive first
13	195	0.2847305689102564	0.002112899443868484	correct	congruent	negative	0.15625	0.4875	positive first
13	5	0.2890625	0.012441114964211783	incorrect	congruent	negative	0.004006410256410256	0.0125	positive first
13	183	0.33470478995901637	0.0022931933163325255	correct	incongruent	negative	0.1466346153846154	0.4575	positive first
13	17	0.27734375	0.014977210066591844	incorrect	incongruent	negative	0.013621794871794872	0.0425	positive first
14	23	0.48063858695652173	0.016869108218209795	correct	congruent	test	0.01842948717948718	0.4791666666666667	negative first
14	1	0.3583984375		incorrect	congruent	test	0.0008012820512820513	0.020833333333333332	negative first
14	22	0.5510031960227273	0.02730914769422031	correct	incongruent	test	0.017628205128205128	0.4583333333333333	negative first
14	2	0.310546875	0.020507812499999997	incorrect	incongruent	test	0.0016025641025641025	0.041666666666666664	negative first
14	199	0.3302989557160804	0.004022118392506106	correct	congruent	baseline	0.1594551282051282	0.4975	negative first
14	1	0.390625		incorrect	congruent	baseline	0.0008012820512820513	0.0025	negative first
14	192	0.4140981038411458	0.0038550003948662572	correct	incongruent	baseline	0.15384615384615385	0.48	negative first
14	8	0.3031005859375	0.010486989836103395	incorrect	incongruent	baseline	0.00641025641025641	0.02	negative first
14	194	0.33048083118556704	0.0035860818934657173	correct	congruent	negative	0.15544871794871795	0.485	negative first
14	6	0.36181640625	0.01103630847598137	incorrect	congruent	negative	0.004807692307692308	0.015	negative first
14	188	0.40190221908244683	0.003797722777626349	correct	incongruent	negative	0.15064102564102563	0.47	negative first
14	12	0.2887369791666667	0.007050636700108273	incorrect	incongruent	negative	0.009615384615384616	0.03	negative first
14	200	0.33703125	0.0038870676739954095	correct	congruent	positive	0.16025641025641027	0.5	negative first
14	187	0.40821356951871657	0.004250794219500779	correct	incongruent	positive	0.14983974358974358	0.4675	negative first
14	13	0.3513371394230769	0.02463272318545003	incorrect	incongruent	positive	0.010416666666666666	0.0325	negative first
15	24	0.3894856770833333	0.015241439317393	correct	congruent	test	0.019230769230769232	0.5	positive first
15	21	0.48442150297619047	0.017303744318158662	correct	incongruent	test	0.016826923076923076	0.4375	positive first
15	2	0.1650390625	0.10546875	incorrect	incongruent	test	0.0016025641025641025	0.041666666666666664	positive first
15	1	miss	miss	miss	incongruent	test	miss	miss	positive first
15	197	0.35795229219543145	0.005939168364586702	correct	congruent	baseline	0.1578525641025641	0.4925	positive first
15	3	0.3610026041666667	0.0529159121321903	incorrect	congruent	baseline	0.002403846153846154	0.0075	positive first
15	184	0.4246932319972826	0.005044582824118205	correct	incongruent	baseline	0.14743589743589744	0.46	positive first
15	16	0.3065185546875	0.039754898133382274	incorrect	incongruent	baseline	0.01282051282051282	0.04	positive first
15	200	0.338193359375	0.007297885653492561	correct	congruent	positive	0.16025641025641027	0.5	positive first
15	178	0.3921172752808989	0.004126822240746108	correct	incongruent	positive	0.14262820512820512	0.445	positive first
15	20	0.259765625	0.006598693927718303	incorrect	incongruent	positive	0.016025641025641024	0.05	positive first
15	2	miss	miss	miss	incongruent	positive	miss	miss	positive first
15	199	0.35974305119346733	0.010963002661907235	correct	congruent	negative	0.1594551282051282	0.4975	positive first
15	1	0.646484375		incorrect	congruent	negative	0.0008012820512820513	0.0025	positive first
15	181	0.380584210980663	0.004462026690863612	correct	incongruent	negative	0.1450320512820513	0.4525	positive first
15	19	0.2749794407894737	0.0057982907037697675	incorrect	incongruent	negative	0.015224358974358974	0.0475	positive first
16	24	0.3348388671875	0.03487299638699254	correct	congruent	test	0.019230769230769232	0.5	negative first
16	22	0.35071910511363635	0.005621060933763004	correct	incongruent	test	0.017628205128205128	0.4583333333333333	negative first
16	2	0.263671875	0.0224609375	incorrect	incongruent	test	0.0016025641025641025	0.041666666666666664	negative first
16	198	0.3066998106060606	0.0035231955631348936	correct	congruent	baseline	0.15865384615384615	0.495	negative first
16	2	0.41259765625	0.03662109375	incorrect	congruent	baseline	0.0016025641025641025	0.005	negative first
16	185	0.3519953547297297	0.0024926551641175298	correct	incongruent	baseline	0.1482371794871795	0.4625	negative first
16	15	0.2482421875	0.009101885819671128	incorrect	incongruent	baseline	0.01201923076923077	0.0375	negative first
16	198	0.28465810448232326	0.0032173188885277703	correct	congruent	negative	0.15865384615384615	0.495	negative first
16	2	0.27734375	0.0029296874999999996	incorrect	congruent	negative	0.0016025641025641025	0.005	negative first
16	184	0.32889988111413043	0.0023288719653760254	correct	incongruent	negative	0.14743589743589744	0.46	negative first
16	16	0.2303466796875	0.006125854302857658	incorrect	incongruent	negative	0.01282051282051282	0.04	negative first
16	200	0.2899951171875	0.003017229567932728	correct	congruent	positive	0.16025641025641027	0.5	negative first
16	182	0.33748282967032966	0.002241778744341369	correct	incongruent	positive	0.14583333333333334	0.455	negative first
16	18	0.2611219618055556	0.016847752216255816	incorrect	incongruent	positive	0.014423076923076924	0.045	negative first
17	24	0.3896484375	0.021718315857577348	correct	congruent	test	0.019230769230769232	0.5	positive first
17	22	0.4665305397727273	0.01615287310670304	correct	incongruent	test	0.017628205128205128	0.4583333333333333	positive first
17	2	0.33154296875	0.06982421875	incorrect	incongruent	test	0.0016025641025641025	0.041666666666666664	positive first
17	200	0.524765625	0.006402876805462804	correct	congruent	baseline	0.16025641025641027	0.5	positive first
17	196	0.560302734375	0.005643443018069447	correct	incongruent	baseline	0.15705128205128205	0.49	positive first
17	4	0.289306640625	0.021629536676545824	incorrect	incongruent	baseline	0.003205128205128205	0.01	positive first
17	200	0.4475244140625	0.006425986779252639	correct	congruent	positive	0.16025641025641027	0.5	positive first
17	195	0.4631911057692308	0.005017185475882635	correct	incongruent	positive	0.15625	0.4875	positive first
17	5	0.2716796875	0.027243118397129208	incorrect	incongruent	positive	0.004006410256410256	0.0125	positive first
17	200	0.4083056640625	0.005010698639966024	correct	congruent	negative	0.16025641025641027	0.5	positive first
17	193	0.44519106217616583	0.004391423388807014	correct	incongruent	negative	0.1546474358974359	0.4825	positive first
17	7	0.37332589285714285	0.03892724111141294	incorrect	incongruent	negative	0.005608974358974359	0.0175	positive first
18	24	0.4016927083333333	0.041505307658742906	correct	congruent	test	0.019230769230769232	0.5	negative first
18	21	0.43698846726190477	0.009143755229104772	correct	incongruent	test	0.016826923076923076	0.4375	negative first
18	3	0.2845052083333333	0.010027943880696201	incorrect	incongruent	test	0.002403846153846154	0.0625	negative first
18	194	0.41046834729381443	0.008303431503785529	correct	congruent	baseline	0.15544871794871795	0.485	negative first
18	6	0.4108072916666667	0.01666018041917291	incorrect	congruent	baseline	0.004807692307692308	0.015	negative first
18	184	0.4761803668478261	0.006265792385315131	correct	incongruent	baseline	0.14743589743589744	0.46	negative first
18	16	0.40167236328125	0.023959259692541066	incorrect	incongruent	baseline	0.01282051282051282	0.04	negative first
18	196	0.38186583227040816	0.006137827430369419	correct	congruent	negative	0.15705128205128205	0.49	negative first
18	4	0.44287109375	0.031559996049217554	incorrect	congruent	negative	0.003205128205128205	0.01	negative first
18	189	0.45284598214285715	0.005234601697890967	correct	incongruent	negative	0.15144230769230768	0.4725	negative first
18	11	0.3537819602272727	0.012982366399455336	incorrect	incongruent	negative	0.008814102564102564	0.0275	negative first
18	200	0.37751953125	0.004153060576602241	correct	congruent	positive	0.16025641025641027	0.5	negative first
18	191	0.4825548102094241	0.006755461367305827	correct	incongruent	positive	0.1530448717948718	0.4775	negative first
18	9	0.3755425347222222	0.013158564274777455	incorrect	incongruent	positive	0.007211538461538462	0.0225	negative first
19	24	0.335693359375	0.014507794263703416	correct	congruent	test	0.019230769230769232	0.5	positive first
19	20	0.397119140625	0.01134359476946482	correct	incongruent	test	0.016025641025641024	0.4166666666666667	positive first
19	4	0.260498046875	0.016255072755583307	incorrect	incongruent	test	0.003205128205128205	0.08333333333333333	positive first
19	200	0.300263671875	0.0033052597976043828	correct	congruent	baseline	0.16025641025641027	0.5	positive first
19	162	0.3838975694444444	0.004104875314881137	correct	incongruent	baseline	0.12980769230769232	0.405	positive first
19	38	0.2637746710526316	0.004960785769273654	incorrect	incongruent	baseline	0.030448717948717948	0.095	positive first
19	200	0.2982080078125	0.0037620811011789086	correct	congruent	positive	0.16025641025641027	0.5	positive first
19	167	0.3647665606287425	0.004314124643253438	correct	incongruent	positive	0.13381410256410256	0.4175	positive first
19	32	0.2503662109375	0.005307127101310826	incorrect	incongruent	positive	0.02564102564102564	0.08	positive first
19	1	miss	miss	miss	incongruent	positive	miss	miss	positive first
19	198	0.2960710621843434	0.003215111796453296	correct	congruent	negative	0.15865384615384615	0.495	positive first
19	2	0.3603515625	0.0009765625	incorrect	congruent	negative	0.0016025641025641025	0.005	positive first
19	173	0.36000722543352603	0.00394481677883472	correct	incongruent	negative	0.13862179487179488	0.4325	positive first
19	27	0.2642867476851852	0.004710082559429385	incorrect	incongruent	negative	0.021634615384615384	0.0675	positive first
20	24	0.2765299479166667	0.014331237225703137	correct	congruent	test	0.019230769230769232	0.5	negative first
20	17	0.3516199448529412	0.0065645983828534265	correct	incongruent	test	0.013621794871794872	0.3541666666666667	negative first
20	7	0.2353515625	0.012297377718213735	incorrect	incongruent	test	0.005608974358974359	0.14583333333333334	negative first
20	198	0.24968434343434343	0.003532074092335162	correct	congruent	baseline	0.15865384615384615	0.495	negative first
20	2	0.31494140625	0.014160156249999998	incorrect	congruent	baseline	0.0016025641025641025	0.005	negative first
20	112	0.3214634486607143	0.0034257078126803463	correct	incongruent	baseline	0.08974358974358974	0.28	negative first
20	88	0.21417791193181818	0.002482066223586025	incorrect	incongruent	baseline	0.07051282051282051	0.22	negative first
